PLANET,MASS,RADIUS,PERIOD,ECC,OMEGA,THZC,THZO,TEQA,TEQB,TEQC,TEQD,OHZIN,CHZIN,CHZOUT,OHZOUT
Kepler-84 d                   ,       ,  0.123,      4.2,0.000, 90.0,  0.0,  0.0,1640.2,1379.3,1640.2,1379.3,  0.942,  1.194,  2.092,  2.207
Kepler-84 e                   ,       ,  0.232,     27.4,0.000, 90.0,  0.0,  0.0, 879.2, 739.3, 879.2, 739.3,  0.942,  1.194,  2.092,  2.207
Kepler-84 f                   ,       ,  0.196,     44.6,0.000, 90.0,  0.0,  0.0, 748.1, 629.0, 748.1, 629.0,  0.942,  1.194,  2.092,  2.207
Kepler-850 b                  ,       ,  0.159,      7.2,0.000, 90.0,  0.0,  0.0,1302.2,1095.1,1302.2,1095.1,  0.854,  1.082,  1.901,  2.005
Kepler-851 b                  ,       ,  0.150,      8.5,0.000, 90.0,  0.0,  0.0,1029.5, 865.7,1029.5, 865.7,  0.580,  0.734,  1.307,  1.379
Kepler-852 b                  ,       ,  0.227,     44.9,0.000, 90.0,  0.0,  0.0, 735.8, 618.7, 735.8, 618.7,  0.952,  1.206,  2.110,  2.225
Kepler-853 b                  ,       ,  0.151,      7.2,0.000, 90.0,  0.0,  0.0,1608.5,1352.6,1608.5,1352.6,  1.357,  1.719,  2.995,  3.159
Kepler-854 b                  ,       ,  1.492,      2.1,0.000, 90.0,  0.0,  0.0,2155.9,1812.9,2155.9,1812.9,  1.064,  1.348,  2.355,  2.484
Kepler-855 b                  ,       ,  0.745,      7.9,0.000, 90.0,  0.0,  0.0,1213.4,1020.3,1213.4,1020.3,  0.786,  0.995,  1.753,  1.849
Kepler-856 b                  ,       ,  0.830,      8.0,0.000, 90.0,  0.0,  0.0,1100.1, 925.0,1100.1, 925.0,  0.650,  0.823,  1.462,  1.542
Kepler-857 b                  ,       ,  0.607,     85.4,0.000, 90.0,  0.0,  0.0, 535.6, 450.4, 535.6, 450.4,  0.742,  0.940,  1.658,  1.749
Kepler-858 b                  ,       ,  0.434,     76.1,0.000, 90.0,  0.0,  0.0, 525.0, 441.5, 525.0, 441.5,  0.659,  0.834,  1.477,  1.558
Kepler-859 b                  ,       ,  0.276,     20.4,0.000, 90.0,  0.0,  0.0, 684.6, 575.7, 684.6, 575.7,  0.455,  0.576,  1.042,  1.099
Kepler-85 d                   ,       ,  0.107,     17.9,0.000, 90.0,  0.0,  0.0, 815.5, 685.8, 815.5, 685.8,  0.603,  0.764,  1.361,  1.436
Kepler-85 e                   ,       ,  0.113,     25.2,0.000, 90.0,  0.0,  0.0, 728.3, 612.4, 728.3, 612.4,  0.603,  0.764,  1.361,  1.436
Kepler-860 b                  ,       ,  0.289,      5.1,0.000, 90.0,  0.0,  0.0,1421.2,1195.1,1421.2,1195.1,  0.809,  1.025,  1.804,  1.903
Kepler-861 b                  ,       ,  0.203,      3.9,0.000, 90.0,  0.0,  0.0,1194.6,1004.5,1194.6,1004.5,  0.465,  0.589,  1.064,  1.123
Kepler-862 b                  ,       ,  0.197,      3.1,0.000, 90.0,  0.0,  0.0,1396.2,1174.1,1396.2,1174.1,  0.551,  0.698,  1.248,  1.316
Kepler-863 b                  ,       ,  0.259,     15.6,0.000, 90.0,  0.0,  0.0, 914.1, 768.7, 914.1, 768.7,  0.693,  0.878,  1.552,  1.637
Kepler-864 b                  ,       ,  0.214,      5.8,0.000, 90.0,  0.0,  0.0,1310.0,1101.6,1310.0,1101.6,  0.746,  0.944,  1.666,  1.758
Kepler-865 b                  ,       ,  0.222,     14.2,0.000, 90.0,  0.0,  0.0, 916.0, 770.3, 916.0, 770.3,  0.650,  0.823,  1.460,  1.540
Kepler-866 b                  ,       ,  0.145,      2.6,0.000, 90.0,  0.0,  0.0,1249.1,1050.4,1249.1,1050.4,  0.380,  0.482,  0.881,  0.929
Kepler-867 b                  ,       ,  0.414,    150.2,0.000, 90.0,  0.0,  0.0, 413.2, 347.5, 413.2, 347.5,  0.637,  0.807,  1.433,  1.511
Kepler-868 b                  ,       ,  0.183,      5.0,0.000, 90.0,  0.0,  0.0,1282.1,1078.1,1282.1,1078.1,  0.637,  0.807,  1.429,  1.508
Kepler-869 b                  ,       ,  0.322,     40.4,0.000, 90.0,  0.0,  0.0, 662.6, 557.2, 662.6, 557.2,  0.690,  0.874,  1.546,  1.631
Kepler-870 b                  ,       ,  0.248,     21.4,0.000, 90.0,  0.0,  0.0, 872.4, 733.6, 872.4, 733.6,  0.783,  0.992,  1.746,  1.841
Kepler-871 b                  ,       ,  0.334,     22.0,0.000, 90.0,  0.0,  0.0, 919.2, 772.9, 919.2, 772.9,  0.909,  1.151,  2.019,  2.130
Kepler-872 b                  ,       ,  0.178,      2.6,0.000, 90.0,  0.0,  0.0,1818.3,1529.0,1818.3,1529.0,  0.840,  1.064,  1.870,  1.972
Kepler-873 b                  ,       ,  0.335,     20.6,0.000, 90.0,  0.0,  0.0,1010.9, 850.1,1010.9, 850.1,  1.060,  1.342,  2.346,  2.474
Kepler-874 b                  ,       ,  0.352,     40.1,0.000, 90.0,  0.0,  0.0, 755.5, 635.3, 755.5, 635.3,  0.907,  1.149,  2.015,  2.125
Kepler-875 b                  ,       ,  0.259,     27.5,0.000, 90.0,  0.0,  0.0, 844.0, 709.7, 844.0, 709.7,  0.876,  1.110,  1.949,  2.056
Kepler-876 b                  ,       ,  0.128,      5.1,0.000, 90.0,  0.0,  0.0,1091.9, 918.1,1091.9, 918.1,  0.461,  0.584,  1.055,  1.113
Kepler-877 b                  ,       ,  0.189,     18.5,0.000, 90.0,  0.0,  0.0, 754.5, 634.4, 754.5, 634.4,  0.519,  0.658,  1.179,  1.243
Kepler-878 b                  ,       ,  0.172,     25.9,0.000, 90.0,  0.0,  0.0, 634.7, 533.7, 634.7, 533.7,  0.459,  0.581,  1.050,  1.107
Kepler-879 b                  ,       ,  0.229,     33.4,0.000, 90.0,  0.0,  0.0, 742.1, 624.0, 742.1, 624.0,  0.769,  0.974,  1.717,  1.811
Kepler-87 b                   ,  1.020,  1.204,    114.7,0.036,238.6,  0.0,  0.0, 636.1, 534.9, 613.6, 516.0,  1.297,  1.643,  2.912,  3.071
Kepler-87 c                   ,  0.020,  0.548,    191.2,0.039,223.2,  0.0,  0.0, 537.4, 451.9, 516.9, 434.6,  1.297,  1.643,  2.912,  3.071
Kepler-880 b                  ,       ,  0.237,      7.7,0.000, 90.0,  0.0,  0.0,1736.8,1460.5,1736.8,1460.5,  1.688,  2.137,  3.701,  3.904
Kepler-881 b                  ,       ,  0.159,      4.4,0.000, 90.0,  0.0,  0.0,1536.4,1292.0,1536.4,1292.0,  0.861,  1.091,  1.915,  2.020
Kepler-882 b                  ,       ,  0.110,      4.0,0.000, 90.0,  0.0,  0.0,1343.3,1129.6,1343.3,1129.6,  0.597,  0.756,  1.346,  1.419
Kepler-883 b                  ,       ,  0.159,     13.0,0.000, 90.0,  0.0,  0.0,1102.7, 927.2,1102.7, 927.2,  0.898,  1.138,  1.990,  2.099
Kepler-884 b                  ,       ,  0.110,      5.7,0.000, 90.0,  0.0,  0.0,1271.4,1069.1,1271.4,1069.1,  0.693,  0.878,  1.551,  1.635
Kepler-885 b                  ,       ,  0.223,     18.1,0.000, 90.0,  0.0,  0.0,1086.8, 913.9,1086.8, 913.9,  1.133,  1.436,  2.508,  2.645
Kepler-886 b                  ,       ,  0.136,      6.2,0.000, 90.0,  0.0,  0.0,1439.0,1210.0,1439.0,1210.0,  0.951,  1.205,  2.109,  2.224
Kepler-887 b                  ,       ,  0.164,     20.4,0.000, 90.0,  0.0,  0.0,1024.7, 861.7,1024.7, 861.7,  1.085,  1.374,  2.401,  2.532
Kepler-887 c                  ,       ,  0.101,      7.6,0.000, 90.0,  0.0,  0.0,1422.2,1196.0,1422.2,1196.0,  1.085,  1.374,  2.401,  2.532
Kepler-888 b                  ,       ,  0.157,     70.7,0.000, 90.0,  0.0,  0.0, 555.3, 466.9, 555.3, 466.9,  0.694,  0.880,  1.547,  1.632
Kepler-889 b                  ,       ,  0.097,      3.7,0.000, 90.0,  0.0,  0.0,1721.1,1447.2,1721.1,1447.2,  0.988,  1.251,  2.196,  2.317
Kepler-88 d                   ,  3.050,       ,   1403.0,0.410, 90.0,  0.0,  3.9, 247.6, 208.2, 160.1, 134.7,  0.616,  0.780,  1.388,  1.464
Kepler-890 b                  ,       ,  0.793,     52.8,0.000, 90.0,  0.0,  0.0, 681.8, 573.3, 681.8, 573.3,  0.891,  1.129,  1.982,  2.090
Kepler-891 b                  ,       ,  0.572,     53.4,0.000, 90.0,  0.0,  0.0, 656.2, 551.8, 656.2, 551.8,  0.828,  1.049,  1.845,  1.946
Kepler-892 b                  ,       ,  0.251,     13.8,0.000, 90.0,  0.0,  0.0, 722.9, 607.9, 722.9, 607.9,  0.385,  0.488,  0.892,  0.941
Kepler-893 b                  ,       ,  0.270,      6.3,0.000, 90.0,  0.0,  0.0,1282.5,1078.4,1282.5,1078.4,  0.752,  0.953,  1.678,  1.770
Kepler-894 b                  ,       ,  0.248,      9.8,0.000, 90.0,  0.0,  0.0,1012.5, 851.4,1012.5, 851.4,  0.606,  0.768,  1.361,  1.436
Kepler-895 b                  ,       ,  0.137,      2.8,0.000, 90.0,  0.0,  0.0,1052.2, 884.8,1052.2, 884.8,  0.274,  0.347,  0.647,  0.682
Kepler-896 b                  ,       ,  0.226,    144.5,0.000, 90.0,  0.0,  0.0, 380.8, 320.2, 380.8, 320.2,  0.519,  0.658,  1.179,  1.244
Kepler-897 b                  ,       ,  0.213,      8.0,0.000, 90.0,  0.0,  0.0,1211.9,1019.1,1211.9,1019.1,  0.794,  1.006,  1.772,  1.869
Kepler-898 b                  ,       ,  0.133,      5.9,0.000, 90.0,  0.0,  0.0, 811.7, 682.6, 811.7, 682.6,  0.267,  0.339,  0.634,  0.669
Kepler-899 b                  ,       ,  0.239,     19.2,0.000, 90.0,  0.0,  0.0, 827.2, 695.6, 827.2, 695.6,  0.648,  0.820,  1.454,  1.534
Kepler-8 b                    ,  0.590,  1.416,      3.5,0.000, 90.0,  0.0,  0.0,1997.3,1679.5,1997.3,1679.5,  1.260,  1.595,  2.786,  2.938
Kepler-900 b                  ,       ,  0.186,      7.0,0.000, 90.0,  0.0,  0.0, 923.1, 776.2, 923.1, 776.2,  0.404,  0.511,  0.932,  0.983
Kepler-901 b                  ,       ,  0.122,      3.5,0.000, 90.0,  0.0,  0.0, 929.6, 781.7, 929.6, 781.7,  0.241,  0.306,  0.574,  0.606
Kepler-902 b                  ,       ,  0.227,     40.1,0.000, 90.0,  0.0,  0.0, 657.6, 553.0, 657.6, 553.0,  0.672,  0.851,  1.507,  1.589
Kepler-903 b                  ,       ,  0.179,     10.4,0.000, 90.0,  0.0,  0.0,1056.0, 888.0,1056.0, 888.0,  0.708,  0.897,  1.586,  1.673
Kepler-903 c                  ,       ,  0.226,     62.9,0.000, 90.0,  0.0,  0.0, 578.6, 486.5, 578.6, 486.5,  0.708,  0.897,  1.586,  1.673
Kepler-904 b                  ,       ,  0.158,      3.0,0.000, 90.0,  0.0,  0.0,1904.8,1601.7,1904.8,1601.7,  1.042,  1.320,  2.307,  2.433
Kepler-905 b                  ,       ,  0.126,      5.1,0.000, 90.0,  0.0,  0.0,1217.6,1023.9,1217.6,1023.9,  0.588,  0.744,  1.325,  1.397
Kepler-906 b                  ,       ,  0.188,     41.7,0.000, 90.0,  0.0,  0.0, 713.4, 599.9, 713.4, 599.9,  0.822,  1.042,  1.826,  1.926
Kepler-907 b                  ,       ,  0.107,     15.9,0.000, 90.0,  0.0,  0.0,1155.1, 971.3,1155.1, 971.3,  1.134,  1.436,  2.514,  2.651
Kepler-908 b                  ,       ,  0.109,      1.3,0.000, 90.0,  0.0,  0.0,2309.1,1941.7,2309.1,1941.7,  0.888,  1.125,  1.974,  2.082
Kepler-909 b                  ,       ,  0.131,     13.9,0.000, 90.0,  0.0,  0.0,1132.5, 952.3,1132.5, 952.3,  1.024,  1.297,  2.267,  2.391
Kepler-90 i                   ,       ,  0.118,     14.4,0.000, 90.0,  0.0,  0.0,1087.2, 914.2,1087.2, 914.2,  0.979,  1.240,  2.172,  2.291
Kepler-910 b                  ,       ,  0.073,      2.4,0.000, 90.0,  0.0,  0.0,2258.7,1899.4,2258.7,1899.4,  1.274,  1.613,  2.816,  2.970
Kepler-911 b                  ,       ,  0.232,     20.3,0.000, 90.0,  0.0,  0.0,1233.5,1037.3,1233.5,1037.3,  1.638,  2.075,  3.630,  3.829
Kepler-912 b                  ,       ,  0.250,      2.5,0.000, 90.0,  0.0,  0.0,1878.3,1579.4,1878.3,1579.4,  0.886,  1.122,  1.968,  2.076
Kepler-913 b                  ,       ,  0.184,     10.3,0.000, 90.0,  0.0,  0.0, 744.9, 626.3, 744.9, 626.3,  0.319,  0.404,  0.741,  0.781
Kepler-914 b                  ,       ,  0.123,      4.4,0.000, 90.0,  0.0,  0.0,1550.4,1303.7,1550.4,1303.7,  0.888,  1.125,  1.978,  2.086
Kepler-915 b                  ,       ,  0.134,      4.6,0.000, 90.0,  0.0,  0.0,1731.9,1456.3,1731.9,1456.3,  1.154,  1.462,  2.555,  2.695
Kepler-916 b                  ,       ,  0.157,     32.3,0.000, 90.0,  0.0,  0.0, 624.6, 525.2, 624.6, 525.2,  0.517,  0.655,  1.174,  1.238
Kepler-917 b                  ,       ,  0.170,      3.0,0.000, 90.0,  0.0,  0.0,1397.7,1175.3,1397.7,1175.3,  0.512,  0.649,  1.157,  1.220
Kepler-918 b                  ,       ,  0.155,      4.9,0.000, 90.0,  0.0,  0.0,1531.1,1287.5,1531.1,1287.5,  0.917,  1.162,  2.037,  2.148
Kepler-919 b                  ,       ,  0.201,     11.0,0.000, 90.0,  0.0,  0.0,1209.0,1016.6,1209.0,1016.6,  0.996,  1.262,  2.208,  2.329
Kepler-91 b                   ,  0.810,  1.367,      6.2,0.000, 90.0,  0.0,  0.0,2421.9,2036.5,2421.9,2036.5,  3.120,  3.952,  7.291,  7.690
Kepler-920 b                  ,       ,  0.216,      6.5,0.000, 90.0,  0.0,  0.0,1113.6, 936.4,1113.6, 936.4,  0.570,  0.722,  1.288,  1.359
Kepler-920 c                  ,       ,  0.339,    100.8,0.000, 90.0,  0.0,  0.0, 447.3, 376.1, 447.3, 376.1,  0.570,  0.722,  1.288,  1.359
Kepler-921 b                  ,       ,  0.256,     51.3,0.000, 90.0,  0.0,  0.0, 603.1, 507.2, 603.1, 507.2,  0.661,  0.837,  1.481,  1.562
Kepler-922 b                  ,       ,  0.127,      0.9,0.000, 90.0,  0.0,  0.0,2309.1,1941.7,2309.1,1941.7,  0.677,  0.857,  1.516,  1.599
Kepler-923 b                  ,       ,  0.123,      6.9,0.000, 90.0,  0.0,  0.0,1419.8,1193.9,1419.8,1193.9,  1.003,  1.270,  2.229,  2.351
Kepler-924 b                  ,       ,  0.274,     61.0,0.000, 90.0,  0.0,  0.0, 696.6, 585.8, 696.6, 585.8,  1.027,  1.301,  2.274,  2.399
Kepler-925 b                  ,       ,  0.209,     33.9,0.000, 90.0,  0.0,  0.0, 524.7, 441.2, 524.7, 441.2,  0.374,  0.474,  0.870,  0.918
Kepler-926 b                  ,       ,  0.206,     52.1,0.000, 90.0,  0.0,  0.0, 639.4, 537.7, 639.4, 537.7,  0.764,  0.968,  1.706,  1.799
Kepler-927 b                  ,       ,  0.153,      9.1,0.000, 90.0,  0.0,  0.0,1123.0, 944.4,1123.0, 944.4,  0.736,  0.932,  1.645,  1.735
Kepler-928 b                  ,       ,  0.142,      3.9,0.000, 90.0,  0.0,  0.0,1076.1, 904.9,1076.1, 904.9,  0.368,  0.466,  0.854,  0.900
Kepler-929 b                  ,       ,  0.099,      0.9,0.000, 90.0,  0.0,  0.0,2492.8,2096.2,2492.8,2096.2,  0.786,  0.995,  1.751,  1.847
Kepler-930 b                  ,       ,  0.190,     71.5,0.000, 90.0,  0.0,  0.0, 713.3, 599.8, 713.3, 599.8,  1.221,  1.547,  2.695,  2.843
Kepler-931 b                  ,       ,  0.119,      8.0,0.000, 90.0,  0.0,  0.0, 989.7, 832.2, 989.7, 832.2,  0.516,  0.653,  1.172,  1.236
Kepler-932 b                  ,       ,  0.122,      1.9,0.000, 90.0,  0.0,  0.0,1648.6,1386.3,1648.6,1386.3,  0.551,  0.698,  1.247,  1.316
Kepler-933 b                  ,       ,  0.219,     14.2,0.000, 90.0,  0.0,  0.0, 848.7, 713.6, 848.7, 713.6,  0.553,  0.701,  1.253,  1.321
Kepler-934 b                  ,       ,  0.186,     55.7,0.000, 90.0,  0.0,  0.0, 487.9, 410.2, 487.9, 410.2,  0.452,  0.572,  1.036,  1.093
Kepler-935 b                  ,       ,  0.120,      4.9,0.000, 90.0,  0.0,  0.0,1039.3, 873.9,1039.3, 873.9,  0.403,  0.510,  0.930,  0.981
Kepler-936 b                  ,       ,  0.129,     10.6,0.000, 90.0,  0.0,  0.0, 979.6, 823.8, 979.6, 823.8,  0.612,  0.775,  1.379,  1.454
Kepler-937 b                  ,       ,  0.332,     67.7,0.000, 90.0,  0.0,  0.0, 661.5, 556.3, 661.5, 556.3,  1.000,  1.266,  2.216,  2.337
Kepler-937 c                  ,       ,  0.238,    153.3,0.000, 90.0,  0.0,  0.0, 503.6, 423.5, 503.6, 423.5,  1.000,  1.266,  2.216,  2.337
Kepler-938 b                  ,       ,  0.198,     52.6,0.000, 90.0,  0.0,  0.0, 578.9, 486.8, 578.9, 486.8,  0.622,  0.787,  1.398,  1.475
Kepler-939 b                  ,       ,  0.156,     14.9,0.000, 90.0,  0.0,  0.0, 858.6, 722.0, 858.6, 722.0,  0.583,  0.738,  1.313,  1.385
Kepler-93 b                   ,  0.014,  0.140,      4.7,0.000, 90.0,  0.0,  0.0,1351.0,1136.1,1351.0,1136.1,  0.713,  0.903,  1.597,  1.684
Kepler-93 c                   ,  3.000,       ,   1460.0,0.000, 90.0,  0.0,  0.0, 199.9, 168.1, 199.9, 168.1,  0.713,  0.903,  1.597,  1.684
Kepler-940 b                  ,       ,  0.298,     59.6,0.000, 90.0,  0.0,  0.0, 596.0, 501.2, 596.0, 501.2,  0.719,  0.911,  1.606,  1.694
Kepler-941 b                  ,       ,  0.275,     17.4,0.000, 90.0,  0.0,  0.0, 828.0, 696.3, 828.0, 696.3,  0.602,  0.762,  1.353,  1.427
Kepler-942 b                  ,       ,  0.190,     45.0,0.000, 90.0,  0.0,  0.0, 502.6, 422.6, 502.6, 422.6,  0.419,  0.530,  0.965,  1.018
Kepler-943 b                  ,       ,  0.529,     49.8,0.000, 90.0,  0.0,  0.0, 603.8, 507.7, 603.8, 507.7,  0.651,  0.824,  1.461,  1.541
Kepler-944 b                  ,       ,  0.235,     43.3,0.000, 90.0,  0.0,  0.0, 589.7, 495.9, 589.7, 495.9,  0.558,  0.707,  1.260,  1.329
Kepler-945 b                  ,       ,  0.235,     31.0,0.000, 90.0,  0.0,  0.0, 738.5, 621.0, 738.5, 621.0,  0.716,  0.907,  1.601,  1.689
Kepler-946 b                  ,       ,  0.172,     11.8,0.000, 90.0,  0.0,  0.0, 993.9, 835.8, 993.9, 835.8,  0.676,  0.856,  1.514,  1.597
Kepler-947 b                  ,       ,  0.203,     27.0,0.000, 90.0,  0.0,  0.0, 714.6, 600.9, 714.6, 600.9,  0.603,  0.764,  1.358,  1.432
Kepler-948 b                  ,       ,  0.165,      7.8,0.000, 90.0,  0.0,  0.0,1147.2, 964.7,1147.2, 964.7,  0.686,  0.869,  1.536,  1.620
Kepler-949 b                  ,       ,  0.260,      8.7,0.000, 90.0,  0.0,  0.0,1018.5, 856.4,1018.5, 856.4,  0.577,  0.731,  1.303,  1.375
Kepler-94 b                   ,  0.034,  0.313,      2.5,0.000, 90.0,  0.0,  0.0,1302.3,1095.1,1302.3,1095.1,  0.412,  0.522,  0.952,  1.005
Kepler-94 c                   ,  9.836,       ,    820.3,0.000, 90.0,  0.0,  0.0, 189.0, 158.9, 189.0, 158.9,  0.412,  0.522,  0.952,  1.005
Kepler-950 b                  ,       ,  0.801,     98.7,0.000, 90.0,  0.0,  0.0, 522.8, 439.7, 522.8, 439.7,  0.783,  0.992,  1.746,  1.841
Kepler-951 b                  ,       ,  0.499,     71.5,0.000, 90.0,  0.0,  0.0, 426.0, 358.2, 426.0, 358.2,  0.403,  0.511,  0.931,  0.982
Kepler-952 b                  ,       ,  0.682,    130.4,0.000, 90.0,  0.0,  0.0, 460.9, 387.5, 460.9, 387.5,  0.733,  0.928,  1.639,  1.729
Kepler-953 b                  ,       ,  0.376,     88.4,0.000, 90.0,  0.0,  0.0, 500.1, 420.5, 500.1, 420.5,  0.667,  0.845,  1.506,  1.588
Kepler-953 c                  ,       ,  0.106,      9.1,0.000, 90.0,  0.0,  0.0,1066.6, 896.9,1066.6, 896.9,  0.667,  0.845,  1.506,  1.588
Kepler-954 b                  ,       ,  0.207,     16.8,0.000, 90.0,  0.0,  0.0, 719.8, 605.3, 719.8, 605.3,  0.444,  0.563,  1.019,  1.075
Kepler-955 b                  ,       ,  0.279,     14.5,0.000, 90.0,  0.0,  0.0, 839.7, 706.1, 839.7, 706.1,  0.554,  0.702,  1.254,  1.323
Kepler-956 b                  ,       ,  0.268,      5.2,0.000, 90.0,  0.0,  0.0,1503.5,1264.3,1503.5,1264.3,  0.929,  1.176,  2.061,  2.174
Kepler-957 b                  ,       ,  0.491,      5.9,0.000, 90.0,  0.0,  0.0,1009.3, 848.7,1009.3, 848.7,  0.434,  0.550,  0.997,  1.052
Kepler-958 b                  ,       ,  0.184,      9.8,0.000, 90.0,  0.0,  0.0, 979.2, 823.4, 979.2, 823.4,  0.580,  0.735,  1.310,  1.382
Kepler-959 b                  ,       ,  0.391,     14.8,0.000, 90.0,  0.0,  0.0,1532.9,1289.0,1532.9,1289.0,  2.067,  2.618,  4.523,  4.770
Kepler-95 b                   ,  0.041,  0.305,     11.5,0.000, 90.0,  0.0,  0.0,1212.3,1019.4,1212.3,1019.4,  1.035,  1.311,  2.316,  2.443
Kepler-960 b                  ,       ,  0.204,      3.1,0.000, 90.0,  0.0,  0.0,1181.2, 993.3,1181.2, 993.3,  0.386,  0.489,  0.895,  0.943
Kepler-961 b                  ,       ,  0.227,     16.9,0.000, 90.0,  0.0,  0.0, 851.9, 716.4, 851.9, 716.4,  0.638,  0.808,  1.433,  1.511
Kepler-962 b                  ,       ,  0.176,     12.1,0.000, 90.0,  0.0,  0.0, 919.1, 772.8, 919.1, 772.8,  0.591,  0.748,  1.331,  1.404
Kepler-963 b                  ,       ,  0.237,     10.0,0.000, 90.0,  0.0,  0.0, 985.1, 828.4, 985.1, 828.4,  0.594,  0.753,  1.340,  1.413
Kepler-964 b                  ,       ,  0.189,     13.5,0.000, 90.0,  0.0,  0.0, 866.1, 728.3, 866.1, 728.3,  0.568,  0.719,  1.282,  1.352
Kepler-965 b                  ,       ,  0.302,    134.3,0.000, 90.0,  0.0,  0.0, 501.1, 421.4, 501.1, 421.4,  0.890,  1.127,  1.983,  2.091
Kepler-966 b                  ,       ,  0.368,     99.7,0.000, 90.0,  0.0,  0.0, 519.5, 436.9, 519.5, 436.9,  0.779,  0.987,  1.738,  1.833
Kepler-967 b                  ,       ,  0.210,     13.2,0.000, 90.0,  0.0,  0.0, 826.3, 694.8, 826.3, 694.8,  0.499,  0.632,  1.136,  1.198
Kepler-967 c                  ,       ,  0.326,    198.7,0.000, 90.0,  0.0,100.0, 334.9, 281.6, 334.9, 281.6,  0.499,  0.632,  1.136,  1.198
Kepler-968 b                  ,       ,  0.178,      3.7,0.000, 90.0,  0.0,  0.0,1067.8, 897.9,1067.8, 897.9,  0.353,  0.448,  0.824,  0.869
Kepler-968 c                  ,       ,  0.151,      5.7,0.000, 90.0,  0.0,  0.0, 923.5, 776.5, 923.5, 776.5,  0.353,  0.448,  0.824,  0.869
Kepler-969 b                  ,       ,  0.185,     34.2,0.000, 90.0,  0.0,  0.0, 604.7, 508.5, 604.7, 508.5,  0.518,  0.656,  1.177,  1.241
Kepler-969 c                  ,       ,  0.088,      1.7,0.000, 90.0,  0.0,  0.0,1649.6,1387.2,1649.6,1387.2,  0.518,  0.656,  1.177,  1.241
Kepler-96 b                   ,  0.027,  0.238,     16.2,0.000, 90.0,  0.0,  0.0, 930.1, 782.1, 930.1, 782.1,  0.747,  0.946,  1.671,  1.763
Kepler-970 b                  ,       ,  0.247,     16.7,0.000, 90.0,  0.0,  0.0, 627.9, 528.0, 627.9, 528.0,  0.327,  0.414,  0.765,  0.806
Kepler-971 b                  ,       ,  0.190,      9.6,0.000, 90.0,  0.0,  0.0, 986.7, 829.7, 986.7, 829.7,  0.575,  0.729,  1.298,  1.369
Kepler-972 b                  ,       ,  0.415,      7.0,0.000, 90.0,  0.0,  0.0,1418.3,1192.7,1418.3,1192.7,  1.013,  1.283,  2.244,  2.367
Kepler-973 b                  ,       ,  0.175,     49.6,0.000, 90.0,  0.0,  0.0, 526.6, 442.8, 526.6, 442.8,  0.492,  0.623,  1.119,  1.180
Kepler-974 b                  ,       ,  0.140,      4.2,0.000, 90.0,  0.0,  0.0, 738.9, 621.3, 738.9, 621.3,  0.166,  0.210,  0.405,  0.427
Kepler-975 b                  ,       ,  0.132,      2.0,0.000, 90.0,  0.0,  0.0,1439.0,1210.1,1439.0,1210.1,  0.424,  0.537,  0.976,  1.030
Kepler-976 b                  ,       ,  0.353,    106.0,0.000, 90.0,  0.0,  0.0, 422.5, 355.3, 422.5, 355.3,  0.527,  0.668,  1.198,  1.263
Kepler-977 b                  ,       ,  0.234,     26.9,0.000, 90.0,  0.0,  0.0, 678.3, 570.4, 678.3, 570.4,  0.541,  0.686,  1.227,  1.294
Kepler-978 b                  ,       ,  0.267,     49.6,0.000, 90.0,  0.0,  0.0, 691.1, 581.1, 691.1, 581.1,  0.871,  1.103,  1.935,  2.041
Kepler-979 b                  ,       ,  0.243,      8.1,0.000, 90.0,  0.0,  0.0,1011.0, 850.1,1011.0, 850.1,  0.541,  0.685,  1.225,  1.292
Kepler-97 b                   ,  0.011,  0.132,      2.6,0.000, 90.0,  0.0,  0.0,1725.8,1451.2,1725.8,1451.2,  0.736,  0.932,  1.644,  1.734
Kepler-97 c                   ,  1.080,       ,    789.0,0.000, 90.0,100.0,100.0, 256.4, 215.6, 256.4, 215.6,  0.736,  0.932,  1.644,  1.734
Kepler-980 b                  ,       ,  0.238,     11.6,0.000, 90.0,  0.0,  0.0,1098.9, 924.1,1098.9, 924.1,  0.832,  1.053,  1.850,  1.952
Kepler-981 b                  ,       ,  0.206,      4.5,0.000, 90.0,  0.0,  0.0,1398.7,1176.1,1398.7,1176.1,  0.708,  0.897,  1.585,  1.672
Kepler-982 b                  ,       ,  0.201,     15.8,0.000, 90.0,  0.0,  0.0,1111.7, 934.8,1111.7, 934.8,  1.069,  1.355,  2.369,  2.498
Kepler-983 b                  ,       ,  0.211,     60.1,0.000, 90.0,  0.0,  0.0, 644.9, 542.3, 644.9, 542.3,  0.875,  1.108,  1.941,  2.047
Kepler-984 b                  ,       ,  0.189,     43.0,0.000, 90.0,  0.0,  0.0, 637.1, 535.7, 637.1, 535.7,  0.665,  0.842,  1.492,  1.574
Kepler-985 b                  ,       ,  0.266,    116.3,0.000, 90.0,  0.0,  0.0, 427.3, 359.3, 427.3, 359.3,  0.576,  0.729,  1.299,  1.371
Kepler-986 b                  ,       ,  0.211,     56.4,0.000, 90.0,  0.0,  0.0, 600.9, 505.3, 600.9, 505.3,  0.707,  0.896,  1.586,  1.672
Kepler-987 b                  ,       ,  0.291,    105.3,0.000, 90.0,  0.0,  0.0, 469.1, 394.5, 469.1, 394.5,  0.656,  0.831,  1.470,  1.551
